id,idRace,nom,slug,data,ciutat,provincia,pais,email,telefon,descripcio,data_final,latitude,longitude,reglament,num_fitxers,showRankings,active_photos,externalInscriptions,event_id,distancia,participantes_totales,participantes_hombres,participantes_mujeres,participantes_sin_especificar
5d3c922e-00a4-4a52-98df-4a8cac1f0671,580000100130,Triatlon TRILOCOS 2019,triatlon-trilocos-2019,2019-07-28,Saltillo,Coahuila de Zaragoza,México,CRONOMETRAJE@CHRONOSPORT.MX,8444906373,,2019-07-28,25.4267,-100.995,,0.0,False,True,,5d3c9362-1060-40e4-87e0-6ce1ac1f0671,RELEVOS V,3.0,0.0,0.0,3.0
5d3c922e-00a4-4a52-98df-4a8cac1f0671,580000100130,Triatlon TRILOCOS 2019,triatlon-trilocos-2019,2019-07-28,Saltillo,Coahuila de Zaragoza,México,CRONOMETRAJE@CHRONOSPORT.MX,8444906373,,2019-07-28,25.4267,-100.995,,0.0,False,True,,5d3e2510-5c60-419a-9c60-584aac1f0671,Relevos Femenil,2.0,0.0,0.0,2.0
5d3c922e-00a4-4a52-98df-4a8cac1f0671,580000100130,Triatlon TRILOCOS 2019,triatlon-trilocos-2019,2019-07-28,Saltillo,Coahuila de Zaragoza,México,CRONOMETRAJE@CHRONOSPORT.MX,8444906373,,2019-07-28,25.4267,-100.995,,0.0,False,True,,5d3e2922-d0a0-4855-a705-5847ac1f0671,RELEVOS MIXTOS,10.0,0.0,0.0,10.0
5d3ca79b-a5b4-460c-b3ce-4a8dac1f0671,1130000300027,Reto Sierra 6ta Edicion,reto-sierra-6ta-edicion,2019-08-18,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-18,22.1565,-100.986,,0.0,True,False,,5d40ad75-3d4c-4728-9424-436fac1f0671,5k,310.0,159.0,151.0,0.0
5d3ca79b-a5b4-460c-b3ce-4a8dac1f0671,1130000300027,Reto Sierra 6ta Edicion,reto-sierra-6ta-edicion,2019-08-18,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-18,22.1565,-100.986,,0.0,True,False,,5d40aeb7-8c40-44d7-868f-41d1ac1f0671,10k,375.0,252.0,123.0,0.0
5d3dbeb0-e300-49e3-b08c-2769ac1f0671,380000100270,VIII SUBIDA AL MOLINO - VENTAS CON PEÑA AGUILERA,viii-subida-al-molino---ventas-con-petildea-aguilera-5942,2019-09-15,Ventas con Peña Aguilera (Las),Toledo,España,info@deporchip.com,,,2019-09-15,39.6116655,-4.228684899999,,0.0,False,False,,5d3dbeb0-72a8-475b-ac7a-2769ac1f0671,TODAS LAS CATEGORÍAS - Cierre de inscripciones 13/09/2019 - Hasta las 10:00h AM,84.0,79.0,5.0,0.0
5d3eb2c4-a6bc-49d9-9496-2a6eac1f0671,1800000200013,Благотворительный забег «Достигая цели!»,--laquo-raquo-55290,2019-08-03,Красноярск,Красноярский край,Russia,info@krasmarafon.ru,,,2019-08-03,56.00649062704,92.872240538995,,0.0,False,False,,5d3efc1d-03d4-4471-8972-4e86ac1f0671,1 км,247.0,247.0,0.0,0.0
5d3eb2c4-a6bc-49d9-9496-2a6eac1f0671,1800000200013,Благотворительный забег «Достигая цели!»,--laquo-raquo-55290,2019-08-03,Красноярск,Красноярский край,Russia,info@krasmarafon.ru,,,2019-08-03,56.00649062704,92.872240538995,,0.0,False,False,,5d3efc49-3bb4-4549-8339-4e86ac1f0671,5 км,665.0,0.0,0.0,665.0
5d3efbe2-8860-4694-8539-2ddeac1f0671,620000200173,70è Circuit Ciclista Festes Sant Salvador,70e-circuit-ciclista-festes-sant-salvador,2019-08-07,Artà,Baleares (Illes),España,info@sportmaniacsbaleares.com,,,2019-08-07,39.6946212,3.350928,,1.0,False,False,,,,0.0,0.0,0.0,0.0
5d3efce0-1a1c-4193-900e-4e83ac1f0671,20000100234,Volta a peu Tous 2019,volta-a-peu-tous-2019,2019-09-06,Tous,Valencia,España,cristobalnoupindaro@gmail.com,687825563,,2019-09-06,39.1386155,-0.5858878,,0.0,False,False,,5d3f01c5-cf7c-44ae-80ee-4e88ac1f0671,Absoluta,254.0,210.0,44.0,0.0
5d3f0bf9-8774-4c6b-97a7-4e84ac1f0671,810000200012,XI Marcha BTT Concello de Monterrei,xi-marcha-btt-concello-de-monterrei,2019-09-01,Monterrei,Ourense,España,bttverin@gmail.com,+34664285016,,2019-09-01,41.951573,-7.496603899999,,0.0,False,False,,5d3f11c0-fb4c-4991-9c4b-4e87ac1f0671,Ruta Larga,54.0,54.0,0.0,0.0
5d3f0bf9-8774-4c6b-97a7-4e84ac1f0671,810000200012,XI Marcha BTT Concello de Monterrei,xi-marcha-btt-concello-de-monterrei,2019-09-01,Monterrei,Ourense,España,bttverin@gmail.com,+34664285016,,2019-09-01,41.951573,-7.496603899999,,0.0,False,False,,5d3f1391-c108-4b02-9367-4e83ac1f0671,Ruta Corta,128.0,128.0,0.0,0.0
5d3f1637-b4f0-4c79-8b98-5f12ac1f0671,860000200009,XII Cross Urbano Villa de Biescas 2019,xii-cross-urbano-villa-de-biescas-2019,2019-08-15,Biescas,Huesca,España,contacto@sportevento.com,657555740,,2019-08-15,42.6285927,-0.321780799999,,1.0,True,False,,5d3f1759-3cd4-41ee-97a4-2ddeac1f0671,Cross Urbano Villa de Biescas,146.0,119.0,27.0,0.0
5d3fe8d2-c8d0-417a-9566-4d1fac1f0671,620000200174,MEMORIAL FRANCESC ALOMAR 2019,memorial-francesc-alomar-2019,2019-08-11,Sineu,Baleares (Illes),España,info@sportmaniacsbaleares.com,,,2019-08-11,39.6426503,3.008815,,1.0,False,False,,,,0.0,0.0,0.0,0.0
5d3fef38-ee14-4ce6-a915-4bd6ac1f0671,620000200175,TROFEU SA CADENCIA-CHALLENGE ILLES BALEARS,trofeu-sa-cadencia-challenge-illes-balears,2019-09-01,Sineu,Baleares (Illes),España,info@sportmaniacsbaleares.com,,,2019-09-01,39.6426503,3.008815,,4.0,False,False,,5d3ff27f-a3d0-4dfc-a02d-5458ac1f0671,1r i 2n NIVELL ,43.0,43.0,0.0,0.0
5d3fef38-ee14-4ce6-a915-4bd6ac1f0671,620000200175,TROFEU SA CADENCIA-CHALLENGE ILLES BALEARS,trofeu-sa-cadencia-challenge-illes-balears,2019-09-01,Sineu,Baleares (Illes),España,info@sportmaniacsbaleares.com,,,2019-09-01,39.6426503,3.008815,,4.0,False,False,,5d3ff36c-5b14-4cae-88a7-4d81ac1f0671,3r NIVELL ,49.0,46.0,3.0,0.0
5d3ff565-0664-4f8c-bf65-4d7fac1f0671,350000100072,ARRIGORRIAGAKO AUSARTA MENDI LASTERKETA ,arrigorriagako-ausarta-mendi-lasterketa,2019-10-27,Arrigorriaga,Bizkaia,España,cr@onergy.es,,,2019-10-27,43.205926899999,-2.888208899999,,0.0,False,False,,5d3ffeec-8620-44ca-aef2-4d1fac1f0671,Canicros,87.0,66.0,21.0,0.0
5d3ff565-0664-4f8c-bf65-4d7fac1f0671,350000100072,ARRIGORRIAGAKO AUSARTA MENDI LASTERKETA ,arrigorriagako-ausarta-mendi-lasterketa,2019-10-27,Arrigorriaga,Bizkaia,España,cr@onergy.es,,,2019-10-27,43.205926899999,-2.888208899999,,0.0,False,False,,5d3fff1a-0134-47b1-b7a2-4d81ac1f0671,Trail Corto,88.0,73.0,15.0,0.0
5d3ff565-0664-4f8c-bf65-4d7fac1f0671,350000100072,ARRIGORRIAGAKO AUSARTA MENDI LASTERKETA ,arrigorriagako-ausarta-mendi-lasterketa,2019-10-27,Arrigorriaga,Bizkaia,España,cr@onergy.es,,,2019-10-27,43.205926899999,-2.888208899999,,0.0,False,False,,5d3fff5c-b2d4-428a-ad9f-5cc0ac1f0671,Trail largo,120.0,109.0,11.0,0.0
5d3ffcca-9444-4ca4-828c-5cbcac1f0671,150000100153,Corre X Héctor Valero 2019,corre-x-hector-valero,2019-09-07,Sevilla la Nueva,Madrid,España,info@comunabike.com,637281835,,2019-09-07,40.356671899999,-4.012692399999,,0.0,False,False,,5d4002dc-fba0-4001-8a9e-4d7fac1f0671,Absoluta,120.0,94.0,26.0,0.0
5d4008f2-c500-4748-b8e5-5cbcac1f0671,70000100230,SANT SILVESTRE GIRONA 2019,sant-silvestre-girona-2019,2019-12-31,Girona,Girona,España,activitatsesports@ajgirona.cat,,,2019-12-31,41.9794005,2.8214264,,0.0,False,False,,5e0b9690-996c-433d-af28-0650ac1f1c58,CURSA SANT SILVESTRE,1829.0,1129.0,700.0,0.0
5d400aba-c754-4733-8902-5cbeac1f0671,350000100073,Mendexako Krono Igoera,mendexa-krono-igoera,2019-07-31,Mendexa,Bizkaia,España,cr@onergy.es,,,2019-07-31,43.3459914,-2.485146299999,,0.0,False,False,,5d400b1a-02bc-41cd-8192-5cc0ac1f0671,Mendexa Krono Igoera,52.0,46.0,6.0,0.0
5d401c36-71c0-44a1-91c3-6a13ac1f0671,70000100231,II DUATLO VIDRERES 2019,ii-duatlo-vidreres-2019,2019-09-29,Vidreres,Girona,España,pavello@vidreres.cat,622090166,,2019-09-29,41.7902198,2.7776036,,2.0,False,False,,5d401c36-1f08-459d-a726-6a13ac1f0671,INDIVIDUAL,51.0,49.0,2.0,0.0
5d401c36-71c0-44a1-91c3-6a13ac1f0671,70000100231,II DUATLO VIDRERES 2019,ii-duatlo-vidreres-2019,2019-09-29,Vidreres,Girona,España,pavello@vidreres.cat,622090166,,2019-09-29,41.7902198,2.7776036,,2.0,False,False,,5d401c37-d548-4793-b00d-6a13ac1f0671,RELLEUS,38.0,17.0,4.0,17.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ec-2654-46db-b1bd-12b4ac1f0671,L RELAIS,15.0,15.0,0.0,0.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ec-2d08-48a2-8fa0-12b4ac1f0671,M,425.0,339.0,86.0,0.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ec-357c-424e-ad97-12b4ac1f0671,M RELAIS,26.0,26.0,0.0,0.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ec-9738-403d-af1d-12b4ac1f0671,L,254.0,216.0,38.0,0.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ec-a038-4eca-8152-12b4ac1f0671,S RELAIS,29.0,29.0,0.0,0.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ec-e098-46cb-bdb6-12b4ac1f0671,S,462.0,256.0,206.0,0.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ed-01dc-4ca3-a06c-12b4ac1f0671,XS,134.0,73.0,61.0,0.0
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,,5d4040ed-14f4-4004-8357-12b4ac1f0671,8-11 ANS,87.0,51.0,36.0,0.0
5d40744c-b8a4-4142-aa3c-238dac1f0671,150000100154,IV Marcha MTB Asedio al Castillo de Barcience,iv-marcha-mtb-asedio-al-castillo-de-barcience,2019-09-21,Barcience,Toledo,España,david@comunabike.com,637281835,,2019-09-21,39.982926416728,-4.235909321704,,0.0,False,False,,5d86666f-350c-42ec-9de8-30b7ac1f1d12,Asedio,59.0,58.0,1.0,0.0
5d40744c-b8a4-4142-aa3c-238dac1f0671,150000100154,IV Marcha MTB Asedio al Castillo de Barcience,iv-marcha-mtb-asedio-al-castillo-de-barcience,2019-09-21,Barcience,Toledo,España,david@comunabike.com,637281835,,2019-09-21,39.982926416728,-4.235909321704,,0.0,False,False,,5d86666f-e9a4-4386-b98c-4317ac1f1d12,Popular,12.0,12.0,0.0,0.0
5d40a97e-04e0-4a20-91e4-41d0ac1f0671,1130000300028,"1er Carrera Univer Ready, Set, Go !",1er-carrera-univer-ready-set-go-,2019-08-04,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-04,22.1565,-100.986,,0.0,True,False,,5d40a9a5-8ed4-4a5f-a01c-436dac1f0671,5k,134.0,81.0,53.0,0.0
5d40a97e-04e0-4a20-91e4-41d0ac1f0671,1130000300028,"1er Carrera Univer Ready, Set, Go !",1er-carrera-univer-ready-set-go-,2019-08-04,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-04,22.1565,-100.986,,0.0,True,False,,5d40aa1c-2d7c-42a4-a130-3058ac1f0671,10k,147.0,99.0,48.0,0.0
5d40a97e-04e0-4a20-91e4-41d0ac1f0671,1130000300028,"1er Carrera Univer Ready, Set, Go !",1er-carrera-univer-ready-set-go-,2019-08-04,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-04,22.1565,-100.986,,0.0,True,False,,5d40aaef-f514-410d-b8b4-41d0ac1f0671,3k,49.0,16.0,33.0,0.0
5d40b016-2dec-4843-a2ae-41d0ac1f0671,1130000300029,1er Medio Maratón Santa María del Rio,1er-medio-maraton-santa-maria-del-rio,2019-08-11,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-11,22.1565,-100.986,,0.0,True,False,,5d40b05d-e5c0-4a1d-b2da-41d1ac1f0671,5k,291.0,148.0,143.0,0.0
5d40b016-2dec-4843-a2ae-41d0ac1f0671,1130000300029,1er Medio Maratón Santa María del Rio,1er-medio-maraton-santa-maria-del-rio,2019-08-11,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-11,22.1565,-100.986,,0.0,True,False,,5d40b07e-b750-4ff0-ac76-41cfac1f0671,10k,420.0,238.0,182.0,0.0
5d40b016-2dec-4843-a2ae-41d0ac1f0671,1130000300029,1er Medio Maratón Santa María del Rio,1er-medio-maraton-santa-maria-del-rio,2019-08-11,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-11,22.1565,-100.986,,0.0,True,False,,5d40b0a3-a014-46f8-8fcf-3059ac1f0671,23k,276.0,200.0,76.0,0.0
5d40e5c8-6558-484e-95f9-6a6eac1f0671,860000200010,III CRONOESCALADA MATAMACHOS,iii-cronoescalada-matamachos-2019,2019-09-14,Garde,Navarra,España,contacto@sportevento.com,657555740,,2019-09-14,42.787618799999,-0.9221979,,2.0,False,False,,,,0.0,0.0,0.0,0.0
5d41b650-3084-4b5d-8f6e-253fac1f0671,380000100271,IV MTB PINARES DE YEPES,iv-mtb-pinares-de-yepes,2019-10-06,Yepes,Toledo,España,info@deporchip.com,,,2019-10-06,39.9029172,-3.625579799999,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d41c8e0-9098-4e40-8538-3a70ac1f0671,840000300004,V CICLOTURISTA VIRGEN DEL CARMEN TRAMO 2,v-cicloturista-virgen-del-carmen-tramo-2,2019-08-03,Vallehermoso,Santa Cruz de Tenerife,España,mdsports.eventos@gmail.com,685131284,,2019-08-03,28.1801991,-17.2659008,,0.0,False,False,,5d41c8e0-5524-4cb2-98a3-3a70ac1f0671,5 KM,245.0,219.0,26.0,0.0
5d41feee-b494-400f-a247-5fbaac1f0671,150000100155,Marcha MTB Saelices III,marcha-mtb-saelices-iii,2019-09-28,Saelices,Cuenca,España,david@comunabike.com,637281835,,2019-09-28,39.920490699999,-2.8041276,,0.0,False,False,,5d8f3b08-f43c-4de6-8be0-7dd8ac1f2dfe,Marcha,46.0,45.0,1.0,0.0
5d426bd2-a3a0-493c-a24a-209bac1f0671,220000100222,"VI MARCHA BTT ""Coves del Canelobre""",vi-marcha-btt-coves-del-canelobre,2019-09-22,Busot,Alicante,España,ciclismocanelobrebusot@gmail.com,,,2019-09-22,38.4848094,-0.4172297,,0.0,False,False,,5d426bd2-962c-457b-a219-209bac1f0671,VI MARCHA BTT COVES DEL CANELOBRE BUSOT,549.0,541.0,8.0,0.0
5d42986d-5a28-45c0-ab91-3303ac1f0671,1830000100007,"Триатлон ""Варяг""",--59033,2019-08-31,Брянск,Брянская обл.,Russia,volper@mail.ru,+79038685438,,2019-08-31,53.3107,34.3004,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d42a6c1-a648-4dcc-ae71-3f30ac1f0671,840000300005,VIII CICLOTURISTA IRICHEN SAN MIGUEL 2019,viii-cicloturista-irichen-san-miguel-2019,2019-09-08,San Miguel de Abona,Santa Cruz de Tenerife,España,mdsports.eventos@gmail.com,685131284,,2019-09-08,,,,0.0,False,False,,5d42a89c-ae6c-4eda-8211-2985ac1f0671,6 KM,289.0,268.0,21.0,0.0
5d42b63f-4ff4-48a0-8a43-3f30ac1f0671,1360000100010,VII CARRERA POR EL CENTRO PENINSULAR 2019,vii-carrera-por-el-centro-peninsular-2019,2019-08-03,Pinto,Madrid,España,info@evedeport.com,NOHAYDATOS,,2019-08-03,,,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d42f1ec-1478-4476-8e38-5dbfac1f0671,690000100050,INFERNAL RUNNING LLIVIA 2019,infernal-running-llivia-2019,2019-08-04,Llávia,Girona,España,info@farinatorace.com,,,2019-08-04,,,,0.0,False,False,,5d42f25d-9300-4cf8-b687-6e6bac1f0671,COMPETITIVA,3.0,2.0,1.0,0.0
5d42f1ec-1478-4476-8e38-5dbfac1f0671,690000100050,INFERNAL RUNNING LLIVIA 2019,infernal-running-llivia-2019,2019-08-04,Llávia,Girona,España,info@farinatorace.com,,,2019-08-04,,,,0.0,False,False,,5d42f2aa-97a4-4eda-a3e3-5dc0ac1f0671,POPULAR,52.0,39.0,13.0,0.0
5d436103-f544-488c-90f3-1751ac1f0671,330000100059,XVIII Calcenada-Vuelta al Moncayo 2019,xviii-calcenada-vuelta-al-moncayo-2019,2019-08-02,Calcena,Zaragoza,España,reclamaciones@racechiparagon.com,,,2019-08-03,,,,0.0,True,False,,,,0.0,0.0,0.0,0.0
5d443e57-f794-461c-82f0-20f3ac1f0671,620000200176,CARRERA CICLISTA DE LA BEATA 2019,carrera-ciclista-de-la-beata-2019,2019-08-25,Santa Margalida,Baleares (Illes),España,info@sportmaniacsbaleares.com,,,2019-08-25,39.702009199999,3.1039677999999,,1.0,False,False,,,,0.0,0.0,0.0,0.0
5d447c3c-c940-4f81-ba91-6b97ac1f0671,790000100126,Triatlón Sprint Valbuena de Duero,triatlon-sprint-valbuena-de-duero,2019-09-21,Valbuena de Duero,Valladolid,España,comunicacion@triatloncastillayleon.com,00000000,,2019-09-21,41.6425041,-4.2923948,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d4554e5-464c-4799-9183-40f7ac1f0671,1360000200020,SUBIDA CALZADA ROMANA 2019,subida-calzada-romana-2019,2019-08-04,Cuevas del Valle,Ávila,España,info@evedeport.com,SINDATOS,,2019-08-04,,,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d45905f-6200-4cea-8e87-652aac1f0671,80000100111,IX VOLTA AL TERME DE GILET 2019,ix-volta-al-terme-de-gilet-2019,2019-10-09,Gilet,Valencia,España,voltaaltermegilet@gmail.com,,,2019-10-09,,,,1.0,False,False,,5d9daf44-1db0-478a-ab38-48c1ac1f2ae3,_11K CLASIFICACIÓN,307.0,187.0,120.0,0.0
5d45905f-6200-4cea-8e87-652aac1f0671,80000100111,IX VOLTA AL TERME DE GILET 2019,ix-volta-al-terme-de-gilet-2019,2019-10-09,Gilet,Valencia,España,voltaaltermegilet@gmail.com,,,2019-10-09,,,,1.0,False,False,,5d9db015-de88-4390-8352-6710ac1f2ae3,_21K CLASIFICACIÓN,298.0,259.0,39.0,0.0
5d476f34-6f24-4704-84dd-1285ac1f0671,610000200004,Laser Run,laser-run-97461,2019-08-24,Juan Díaz,Panamá,Panamá,gsgdsgf@gfdsgfdsg.com,58165150,,2019-08-24,9.03565,-79.4549,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d47ed8a-9f7c-4143-935c-5f0fac1f0671,620000200177,CURSA CICLISTA FESTES DE SANT BARTOMEU SES SALINES 2019,cursa-ciclista-festes-de-sant-bartomeu-ses-salines-2019,2019-08-22,Salines (Ses),Baleares (Illes),España,info@sportmaniacsbaleares.com,,,2019-08-22,39.338453299999,3.05303,,1.0,False,False,,,,0.0,0.0,0.0,0.0
5d47ed90-88f4-4f21-b262-7a4eac1f0671,520000100042,CAMPEONATO DE ESPAÑA DE PATINETES ELECTRICOS,campeonato-de-espatildea-de-patinetes-electricos,2019-08-17,Calatayud,Zaragoza,España,PUBLIACTIVAVYPCRONOYEVENTOS@GMAIL.COM,677413688,,2019-08-17,,,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d480275-1e14-485f-9d02-6924ac1f0671,160000500013,2ª MARXA INCLUSIVA HOLI COLORS,2ordf-marxa-inclusiva-holi-colors,2019-08-31,Vila-real,Castellón,España,tienda@urbanrunningcastellon.com,964029649,,2019-08-31,,,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d4841d1-8a8c-4264-a845-107eac1f0671,120000100203,XI LEGUA Y MEDIA NOCTURNA DE BENAVIDES,xi-legua-y-media-nocturna-de-benavides,2019-08-31,Benavides,León,España,javierperezmajo@hotmail.com,,,2019-08-31,,,,0.0,False,False,,,,0.0,0.0,0.0,0.0
5d487ff3-b5d0-46a9-a24f-107eac1f0671,610000200005,CHALLENGE KIDS CDK SERIE 2,challenge-kids-cdk-serie-2,2019-09-08,Panamá,Panamá,Panamá,info@ptyathlons.com,2820149,,2019-09-08,9.0002058,-79.5808622,,0.0,False,False,,5d487ff4-347c-42b1-bc71-107eac1f0671,CHALLENGE KIDS 13-14,14.0,9.0,5.0,0.0
5d487ff3-b5d0-46a9-a24f-107eac1f0671,610000200005,CHALLENGE KIDS CDK SERIE 2,challenge-kids-cdk-serie-2,2019-09-08,Panamá,Panamá,Panamá,info@ptyathlons.com,2820149,,2019-09-08,9.0002058,-79.5808622,,0.0,False,False,,5d487ff4-4494-4137-9133-107eac1f0671,CHALLENGE KIDS 9-10,22.0,15.0,7.0,0.0
