id,idRace,nom,slug,data,ciutat,provincia,pais,email,telefon,descripcio,data_final,latitude,longitude,reglament,num_fitxers,showRankings,active_photos,externalInscriptions
5d3fe8d2-c8d0-417a-9566-4d1fac1f0671,620000200174,MEMORIAL FRANCESC ALOMAR 2019,memorial-francesc-alomar-2019,2019-08-11,Sineu,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-08-11,39.6426503,3.008815,,1.0,False,False,
5d3fef38-ee14-4ce6-a915-4bd6ac1f0671,620000200175,TROFEU SA CADENCIA-CHALLENGE ILLES BALEARS,trofeu-sa-cadencia-challenge-illes-balears,2019-09-01,Sineu,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-09-01,39.6426503,3.008815,,4.0,False,False,
5d3ff565-0664-4f8c-bf65-4d7fac1f0671,350000100072,ARRIGORRIAGAKO AUSARTA MENDI LASTERKETA ,arrigorriagako-ausarta-mendi-lasterketa,2019-10-27,Arrigorriaga,Bizkaia,España,cr@onergy.es,,,2019-10-27,43.205926899999,-2.888208899999,,0.0,False,False,
5d3ffcca-9444-4ca4-828c-5cbcac1f0671,150000100153,Corre X Héctor Valero 2019,corre-x-hector-valero,2019-09-07,Sevilla la Nueva,Madrid,España,info@comunabike.com,637281835,,2019-09-07,40.356671899999,-4.012692399999,,0.0,False,False,
5d4008f2-c500-4748-b8e5-5cbcac1f0671,70000100230,SANT SILVESTRE GIRONA 2019,sant-silvestre-girona-2019,2019-12-31,Girona,Girona,España,activitatsesports@ajgirona.cat,,,2019-12-31,41.9794005,2.8214264,,0.0,False,False,
5d400aba-c754-4733-8902-5cbeac1f0671,350000100073,Mendexako Krono Igoera,mendexa-krono-igoera,2019-07-31,Mendexa,Bizkaia,España,cr@onergy.es,,,2019-07-31,43.3459914,-2.485146299999,,0.0,False,False,
5d401c36-71c0-44a1-91c3-6a13ac1f0671,70000100231,II DUATLO VIDRERES 2019,ii-duatlo-vidreres-2019,2019-09-29,Vidreres,Girona,España,pavello@vidreres.cat,622090166,,2019-09-29,41.7902198,2.7776036,,2.0,False,False,
5d4040eb-ff9c-4f3d-b75e-12b4ac1f0671,710000100059,MONT BLANC TRIATHLON 2019,mont-blanc-triathlon-2019,2019-08-24,Passy,Haute-Savoie,France,benoit@livetime.fr,0625506020,,2019-08-25,45.9204612,6.6576066,,0.0,False,False,
5d40744c-b8a4-4142-aa3c-238dac1f0671,150000100154,IV Marcha MTB Asedio al Castillo de Barcience,iv-marcha-mtb-asedio-al-castillo-de-barcience,2019-09-21,Barcience,Toledo,España,david@comunabike.com,637281835,,2019-09-21,39.982926416728,-4.235909321704,,0.0,False,False,
5d40a97e-04e0-4a20-91e4-41d0ac1f0671,1130000300028,"1er Carrera Univer Ready, Set, Go !",1er-carrera-univer-ready-set-go-,2019-08-04,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-04,22.1565,-100.986,,0.0,True,False,
5d40b016-2dec-4843-a2ae-41d0ac1f0671,1130000300029,1er Medio Maratón Santa María del Rio,1er-medio-maraton-santa-maria-del-rio,2019-08-11,San Luis Potosí,San Luis Potosí,México,tutiempoatiempo@hotmail.com,,,2019-08-11,22.1565,-100.986,,0.0,True,False,
5d40e5c8-6558-484e-95f9-6a6eac1f0671,860000200010,III CRONOESCALADA MATAMACHOS,iii-cronoescalada-matamachos-2019,2019-09-14,Garde,Navarra,España,contacto@sportevento.com,657555740,,2019-09-14,42.787618799999,-0.9221979,,2.0,False,False,
5d41b650-3084-4b5d-8f6e-253fac1f0671,380000100271,IV MTB PINARES DE YEPES,iv-mtb-pinares-de-yepes,2019-10-06,Yepes,Toledo,España,info@deporchip.com,,,2019-10-06,39.9029172,-3.625579799999,,0.0,False,False,
5d41c8e0-9098-4e40-8538-3a70ac1f0671,840000300004,V CICLOTURISTA VIRGEN DEL CARMEN TRAMO 2,v-cicloturista-virgen-del-carmen-tramo-2,2019-08-03,Vallehermoso,Santa Cruz de Tenerife,España,mdsports.eventos@gmail.com,685.13.12.84,,2019-08-03,28.1801991,-17.2659008,,0.0,False,False,
5d41feee-b494-400f-a247-5fbaac1f0671,150000100155,Marcha MTB Saelices III,marcha-mtb-saelices-iii,2019-09-28,Saelices,Cuenca,España,david@comunabike.com,637281835,,2019-09-28,39.920490699999,-2.8041276,,0.0,False,False,
5d426bd2-a3a0-493c-a24a-209bac1f0671,220000100222,"VI MARCHA BTT ""Coves del Canelobre""",vi-marcha-btt-coves-del-canelobre,2019-09-22,Busot,Alicante,España,ciclismocanelobrebusot@gmail.com,,,2019-09-22,38.4848094,-0.4172297,,0.0,False,False,
5d42986d-5a28-45c0-ab91-3303ac1f0671,1830000100007,"Триатлон ""Варяг""",--59033,2019-08-31,Брянск,Брянская обл.,Russia,volper@mail.ru,+79038685438,,2019-08-31,53.3107,34.3004,,0.0,False,False,
5d42a6c1-a648-4dcc-ae71-3f30ac1f0671,840000300005,VIII CICLOTURISTA IRICHEN SAN MIGUEL 2019,viii-cicloturista-irichen-san-miguel-2019,2019-09-08,San Miguel de Abona,Santa Cruz de Tenerife,España,mdsports.eventos@gmail.com,685.13.12.84,,2019-09-08,,,,0.0,False,False,
5d42b63f-4ff4-48a0-8a43-3f30ac1f0671,1360000100010,VII CARRERA POR EL CENTRO PENINSULAR 2019,vii-carrera-por-el-centro-peninsular-2019,2019-08-03,Pinto,Madrid,España,info@evedeport.com,NO HAY DATOS,,2019-08-03,,,,0.0,False,False,
5d42f1ec-1478-4476-8e38-5dbfac1f0671,690000100050,INFERNAL RUNNING LLIVIA 2019,infernal-running-llivia-2019,2019-08-04,Llávia,Girona,España,info@farinatorace.com,,,2019-08-04,,,,0.0,False,False,
5d436103-f544-488c-90f3-1751ac1f0671,330000100059,XVIII Calcenada-Vuelta al Moncayo 2019,xviii-calcenada-vuelta-al-moncayo-2019,2019-08-02,Calcena,Zaragoza,España,reclamaciones@racechiparagon.com,,,2019-08-03,,,,0.0,True,False,
5d443e57-f794-461c-82f0-20f3ac1f0671,620000200176,CARRERA CICLISTA DE LA BEATA 2019,carrera-ciclista-de-la-beata-2019,2019-08-25,Santa Margalida,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-08-25,39.702009199999,3.1039677999999,,1.0,False,False,
5d447c3c-c940-4f81-ba91-6b97ac1f0671,790000100126,Triatlón Sprint Valbuena de Duero,triatlon-sprint-valbuena-de-duero,2019-09-21,Valbuena de Duero,Valladolid,España,comunicacion@triatloncastillayleon.com,00000000,,2019-09-21,41.6425041,-4.2923948,,0.0,False,False,
5d4554e5-464c-4799-9183-40f7ac1f0671,1360000200020,SUBIDA CALZADA ROMANA 2019,subida-calzada-romana-2019,2019-08-04,Cuevas del Valle,Ávila,España,info@evedeport.com,SIN DATOS,,2019-08-04,,,,0.0,False,False,
5d45905f-6200-4cea-8e87-652aac1f0671,80000100111,IX VOLTA AL TERME DE GILET 2019,ix-volta-al-terme-de-gilet-2019,2019-10-09,Gilet,Valencia,España,voltaaltermegilet@gmail.com,,,2019-10-09,,,,1.0,False,False,
5d476f34-6f24-4704-84dd-1285ac1f0671,610000200004,Laser Run,laser-run-97461,2019-08-24,Juan Díaz,Panamá,Panamá,gsgdsgf@gfdsgfdsg.com,58165150,,2019-08-24,9.03565,-79.4549,,0.0,False,False,
5d47ed8a-9f7c-4143-935c-5f0fac1f0671,620000200177,CURSA CICLISTA FESTES DE SANT BARTOMEU SES SALINES 2019,cursa-ciclista-festes-de-sant-bartomeu-ses-salines-2019,2019-08-22,Salines (Ses),Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-08-22,39.338453299999,3.05303,,1.0,False,False,
5d47ed90-88f4-4f21-b262-7a4eac1f0671,520000100042,CAMPEONATO DE ESPAÑA DE PATINETES ELECTRICOS,campeonato-de-espatildea-de-patinetes-electricos,2019-08-17,Calatayud,Zaragoza,España,PUBLIACTIVAVYPCRONOYEVENTOS@GMAIL.COM,677413688,,2019-08-17,,,,0.0,False,False,
5d480275-1e14-485f-9d02-6924ac1f0671,160000500013,2ª MARXA INCLUSIVA HOLI COLORS,2ordf-marxa-inclusiva-holi-colors,2019-08-31,Vila-real,Castellón,España,tienda@urbanrunningcastellon.com,964029649,,2019-08-31,,,,0.0,False,False,
5d4841d1-8a8c-4264-a845-107eac1f0671,120000100203,XI LEGUA Y MEDIA NOCTURNA DE BENAVIDES,xi-legua-y-media-nocturna-de-benavides,2019-08-31,Benavides,León,España,javierperezmajo@hotmail.com,,,2019-08-31,,,,0.0,False,False,
5d487ff3-b5d0-46a9-a24f-107eac1f0671,610000200005,CHALLENGE KIDS CDK SERIE 2,challenge-kids-cdk-serie-2,2019-09-08,Panamá,Panamá,Panamá,info@ptyathlons.com,2820149,,2019-09-08,9.0002058,-79.5808622,,0.0,False,False,
5d488106-6370-406d-8540-31adac1f0671,790000100127,TRIATLÓN CROS DE MENORES  TORDESILLAS,triatln-cros-de-menores-tordesillas,2019-09-01,Tordesillas,Valladolid,España,comunicacion@triatloncastillayleon.com,00000000,,2019-09-01,41.5015353,-4.9987459,,0.0,False,False,
5d48ab42-ef44-4714-a68e-523bac1f0671,420000100123,XII TRAVESÍA A NADO DEL CARRIÓN EN PALENCIA”,xii-travesa-a-nado-del-carrin-en-palenciardquo,2019-08-31,Palencia,Palencia,España,info@sportchip.es,000000,,2019-08-31,42.0096857,-4.528801599999,,0.0,False,False,
5d49448e-e240-435c-aba5-18cdac1f0671,380000100272,XXVI CARRERA POPULAR VILLA DE MADRIDEJOS,xxvi-carrera-popular-villa-de-madridejos,2019-09-01,Madridejos,Toledo,España,info@deporchip.com,,,2019-09-01,39.4695157,-3.535234599999,,0.0,False,False,
5d498c74-6398-4621-9223-58afac1f0671,490000100112,MILLA URBANA VILLA DE NOJA,milla-urbana-villa-de-noja,2019-08-25,Noja,Cantabria,España,contacto@gedsports.com,942 63 00 38,,2019-08-25,43.4894445,-3.5316548,,1.0,False,False,
5d49b021-67c8-467d-ad7c-58b1ac1f0671,1610000100010,21K Saltillo de Noche 2019,21k-saltillo-de-noche-2019,2019-09-21,Saltillo,Coahuila de Zaragoza,México,oscar@gorun.mx,81600502,,2019-09-21,25.4383234,-100.973678,,0.0,True,False,
5d4a4221-89a4-47dc-97da-6047ac1f0671,1720000200020,Гонка Героев Новосибирск 10.08,---1008,2019-08-10,Новосибирск,Новосибирская обл.,Russia,rn@heroleague.ru,+79100038888,,2019-08-10,55.0392,82.9278,,0.0,False,False,
5d4aaffe-3884-4d41-814b-2f1bac1f0671,620000200178,IV RESISTENCIA XCO NOCTURNA PUB 6 KAIRES,iv-resistencia-xco-nocturna-pub-6-kaires,2019-08-30,Llubí,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-08-30,39.6994185,3.0063135,,1.0,False,False,
5d4ab919-2124-45b9-9235-06a3ac1f2578,80000100112,XXXVI VOLTA A PEU A LA VILA D´ALMENARA 2019,xxxvi-volta-a-peu-a-la-vila-dacutealmenara-2019,2019-09-07,Almenara,Castellón,España,administracion@cronometra.es,,,2019-09-07,,,,0.0,False,False,
5d4ad372-a600-462b-8b47-06a3ac1f2578,380000100273,VII CARRERA POPULAR LA NOCTURNA SONSECANA,vii-carrera-popular-la-nocturna-sonsecana,2019-08-30,Sonseca,Toledo,España,info@deporchip.com,,,2019-08-30,39.679456799999,-3.9823026,,0.0,False,False,
5d4ae834-21f8-42e2-a6c6-1113ac1f2578,380000100274,II CARRERA POPULAR DE CEDILLO DEL CONDADO,ii-carrera-popular-de-cedillo-del-condado,2019-10-13,Cedillo del Condado,Toledo,España,info@deporchip.com,,,2019-10-13,40.116053,-3.925376099999,,0.0,False,False,
5d4aeb5f-3ce4-4553-8547-11a8ac1f2578,1720000200021,Гонка Героев Санкт-Петербург 10.08,----10957,2019-08-10,Сертолово,Санкт-Петербург и Ленинградская область,Russia,rn@heroleague.ru,+79100038888,,2019-08-10,60.1458,30.211,,0.0,False,False,
5d4b0125-22d8-4541-9021-0678ac1f2578,380000100275,TRAIL SOLIDARIO RIO DULCE - MANDAYONA (GUADALAJARA),trail-solidario-rio-dulce---mandayona-guadalajara,2019-10-26,Mandayona,Guadalajara,España,trailmandayona@deporchip.com,,,2019-10-26,40.9556546,-2.749983499999,,0.0,False,False,
5d4b17e4-af7c-425c-9410-06a6ac1f2578,1360000100011,X SUBIDA A LOS CASTAÑOS DE NAVAMORCUENDE,x-subida-a-los-castatildeos-de-navamorcuende,2019-08-17,Navamorcuende,Toledo,España,info@evedeport.com,SIN DATOS,,2019-08-17,,,,0.0,False,False,
5d4b4343-5de4-4959-85ab-6301ac1f2578,610000200007,test laser run 1,test-laser-run-1,2019-08-07,Barrero,Coclé,Panamá,asfas@gsafgdsafsd.com,54485486,,2019-08-08,8.14501,-80.7112,,0.0,True,False,
5d4b5bf6-f454-4ea7-86d4-1113ac1f2578,610000200008,test laser run 2,test-laser-run-2,2019-08-08,Agua Buena,Panamá,Panamá,gsdfgds@gfdsgfd.com,456421687,,2019-08-08,7.45,-80.35,,0.0,True,False,
5d4bb2d9-9474-4601-ab0a-3059ac1f2578,1800000200014,МЕЖДУНАРОДНЫЙ МАРАФОН “ЧИСТЫЙ БАЙКАЛ”,--ldquo-rdquo,2019-08-11,Баргузин,Бурятия,Russia,im@sidstore.ru,,,2019-08-11,53.625,109.628,,0.0,False,False,
5d4bc8dd-66ac-4ee5-a387-38b7ac1f2578,30000300024,II DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA 2019,ii-desafio-fundacin-grupo-olecola-jan-ndash-duque-de-ahumada-2019,2019-10-13,Baeza,Jaén,España,yomuryinscripciones@gmail.com,,,2019-10-13,37.997364782477,-3.478258705371,,1.0,False,True,
5d4bdff8-3730-48a7-b2ae-49b3ac1f2578,210000100132,MUNDIALES CICLISMO POLICIAS,mundiales-ciclismo-policias,2019-09-20,Vandellòs i l'Hospitalet de l'Infant,Tarragona,España,info@mundiales-ciclismo-policias.com,677 720 190,,2019-09-22,,,,0.0,False,False,
5d4bf1c8-2480-40c2-8163-4c9cac1f2578,1890000100001,The Open European Half-Marathon WRF,the-open-european-half-marathon-wrf,2019-09-29,Kalamáta,Messinia,Elláda,info@wrf.life,,,2019-09-29,37.0415,22.1115,,0.0,False,False,
5d4c5863-b3cc-4025-ae30-1670ac1f2578,630000300021,CLASICA TRES PICOS,clsica-tres-picos,2019-08-11,Guadalupe,San José,Costa Rica,info@multireto.com,+506 8919 9009​⁠​,,2019-08-11,9.94209,-84.0527,,0.0,False,False,
5d4c6ad6-35e4-419d-af03-19dbac1f2578,630000300022,HACIENDA PINILLA TRAIL RUN,hacienda-pinilla-trail-run,2019-08-17,San José de Pinilla,Guanacaste,Costa Rica,info@multireto.com,+506 8919 9009​⁠​,,2019-08-17,9.74892,-83.7534,,0.0,False,False,
5d4c7cbf-3a70-4808-a87e-19dbac1f2578,580000100131,Triatlon de la Plata 2019,triatlon-de-la-plata-2019,2019-08-11,Fresnillo,Zacatecas,México,cronometraje@chronosport.mx,8442764540,,2019-08-11,23.1777586,-102.8687413999,,0.0,False,True,
5d4c8246-46ec-4aa2-8249-19dbac1f2578,610000200009,Test Laser Run 3,test-laser-run-3,2019-08-08,Alpine,Arizona,United States,jorge@stvbikes.com,8326612153,,2019-08-08,33.8485,-109.147,,0.0,True,False,
5d4c8f84-1914-4ad6-972e-19daac1f2578,630000300023,ECOGREEN TRAIL RUN SERIES ZARCERO 2019,ecogreen-trail-run-series-zarcero-2019,2019-08-24,Zarcero,Alajuela,Costa Rica,info@multireto.com,+506 8919 9009​⁠​,,2019-08-24,10.1787,-84.3967,,0.0,False,False,
5d4d2268-c3c8-4128-b81c-315dac1f2578,620000200179,VINYET CICLOCROSS RACE 2019,vinyet-ciclocross-race-2019,2019-10-06,Consell,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-10-06,39.6686,2.8134287999999,,1.0,False,False,
5d4d38c5-b808-4594-923b-6661ac1f2578,490000300001,TRAIL VILLALFEIDE POLVOREDA 2019,trail-villalfeide-polvoreda-2019,2019-08-11,León,León,España,contacto@gedsports.com, ,,2019-08-11,42.8792684,-5.5161325,,0.0,False,False,
5d4d3d5a-a2e0-420d-bbbc-665fac1f2578,30000300025,XXXVII CROSS POPULAR VERA CRUZ - Albaida del Aljarafe,xxxvii-cross-popular-vera-cruz---albaida-del-aljarafe,2019-09-15,Albaida del Aljarafe,Sevilla,España,yomuryinscripciones@gmail.com,,,2019-09-15,37.4255633,-6.165292899999,,1.0,False,True,
5d4d5f42-0508-4c44-b640-6da7ac1f2578,150000100156,BTT Trambasaguas,btt-trambasaguas,2019-08-11,Pobladura de Pelayo Garcáa,León,España,david@comunabike.com,,,2019-08-11,42.8466592,-6.544314699999,,0.0,False,False,
5d4d77bc-a01c-4baf-9075-28c2ac1f2578,640000300009,"Благотворительный забег ""Встреча поколений""",----31161,2019-08-10,Пермь,Пермский край,Russia,info@championsclub.ru,+7 912 215 35 75,,2019-08-10,58.029681299999,56.2667916,,0.0,False,False,
5d4d810d-a6f4-49c5-bb8e-28c1ac1f2578,1720000200022,Гонка Героев Алабино 10.08,---1008-18868,2019-08-10,Алабино,Москва и Московская обл.,Russia,rn@heroleague.ru,+79100038888,,2019-08-10,55.5372,36.9881,,0.0,False,False,
5d4d993d-de7c-47b9-81af-300eac1f2578,1720000200023,Test SPB,test-spb,2019-08-09,Сертолово,Санкт-Петербург и Ленинградская область,Russia,rn@heroleague.ru,+79100038888,,2019-08-09,60.1458,30.211,,0.0,False,False,
5d4da760-6c6c-414e-93e0-2dabac1f2578,10000500004,XII Carrera Popular de Villatoya,xii-carrera-popular-de-villatoya,2019-08-11,Villatoya,Albacete,España,info@sportmaniacs.com,,,2019-08-11,,,,0.0,False,False,
5d4dd362-8d10-4724-b072-5421ac1f2578,640000300010,"Полумарафон ""Горный за бег""",----12254,2019-08-10,Горно-Алтайск,Алтайский край,Russia,info@championsclub.ru,+7 912 215 35 75,,2019-08-10,51.400458,86.022929999999,,0.0,False,False,
5d4de35b-9af0-4a97-8d3f-349bac1f2578,610000200010,test laser run 4,test-laser-run-4,2019-08-09,Panama City,Panamá,Panamá,jorge@stvbikes.com,8326612153,,2019-08-09,8.99427,-79.5188,,0.0,True,False,
5d4e4e2d-1cb8-4d8b-b48b-7a49ac1f2578,640000300011,"Легкоатлетический забег ""Слава Добрыни""",--28122,2019-08-10,Рязань,Рязанская обл.,Russia,info@championsclub.ru,+7 912 215 35 75,,2019-08-10,54.6095418,39.712585699999,,0.0,False,False,
5d4e5b92-36d4-4cae-8e5d-01f6ac1f2578,640000300012,XXXVII Йошкар-Олинский полумарафон,xxxvii---,2019-08-10,Йошкар-Ола,Марий Эл,Russia,info@championsclub.ru,+7 912 215 35 75,,2019-08-10,56.6375,47.8915,,0.0,False,False,
5d4fbc3c-3ef0-4f41-8a13-06e3ac1f1c51,1720000200024,Гонка Героев Алабино 11.08,---1108,2019-08-11,Алабино,Москва и Московская обл.,Russia,rn@heroleague.ru,+79100038888,,2019-08-11,55.5372,36.9881,,0.0,False,False,
5d51271a-d21c-4de0-8ab1-41deac1f1c51,210000100133,XII Marxa a peu ENTREPARETS - Vilafranca,xii-marxa-a-peu-entreparets---vilafranca,2019-09-22,Villafranca del Cid/Vilafranca,Castellón,España,tdpeventsborriol@gmail.com,654908395,,2019-09-22,40.4297868,-0.257641899999,,0.0,False,False,
5d5129ea-cd38-49c1-9db4-4b75ac1f1c51,520000100043,5k ALHAMA DE ARAGÓN 2019,5k-alhama-de-aragn-2019,2019-09-15,Alhama de Aragón,Zaragoza,España,publiactivavypcronoyeventos@gmail.com,677413688,,2019-09-15,,,,0.0,False,False,
5d513eea-8cac-41ca-9f80-41deac1f1c51,620000200180,ABUS BOC GRAVEL RIDE ,abus-boc-gravel-ride,2019-10-05,Consell,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-10-05,39.6692836,2.8077038999999,,1.0,False,False,
5d514687-f784-47cb-8904-559aac1f1c51,250000100128,Voluntariado II 'V' Energy Drink Guayre Extreme Vilaflor,voluntariado-ii-v-energy-drink-guayre-extreme-vilaflor,2019-10-20,Vilaflor,Santa Cruz de Tenerife,España,colabora@dgeventos.com,928 38 07 75,,2019-10-20,28.1578174,-16.63723549999,,0.0,False,False,
5d517ad8-8848-493d-b42a-55b2ac1f1c51,780000100059,Annecy 2019,annecy-2019,2019-08-12,Anetz,Loire Atlantique,France,mickael@timepulse.run,,,2019-08-17,47.3818,-1.10249,,0.0,False,False,
5d5182b8-8f88-4eaf-b033-576aac1f1c51,160000500014,VI 10K GRAO DE CASTELLON,vi-10k-grao-de-castellon,2019-09-14,Castellón de la Plana,Castellón,España,tienda@urbanrunningcastellon.com,964029649,,2019-09-14,,,,0.0,True,False,
5d51aa1a-c3b0-4733-8432-576aac1f1c51,1840000200004,CANACO 2019,canaco-2019,2019-08-25,San Luis Potosí,San Luis Potosí,México,winner_timeslp@gmail.com,4448287108,,2019-08-25,22.1179816,-100.9848953,,0.0,True,False,
5d528de5-c850-41a4-aa1f-08d3ac1f1c51,620000200181,XI GP GUAL-COMPANY-KARMANY,xi-gp-gual-company-karmany,2019-08-24,Sant Joan,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-08-24,39.5954385,3.0388428999999,,1.0,False,False,
5d529c1f-43a0-4385-ae89-0ecbac1f1c51,490000100113,MARCHA SOLIDARIA NIN BIKE,marcha-solidaria-nin-bike,2019-09-28,Suances,Cantabria,España,clubninbike@gmail.com, ,,2019-09-28,43.4231388,-4.0756201,,0.0,False,False,
5d52c2c3-3ac4-4d8c-b17c-1a8cac1f1c51,130000100155,Open EndurAstur BTT La Felguera,open-endurastur-btt-la-felguera,2019-09-22,Siero,Asturias,España,info@321go.es,,,2019-09-22,43.307823,-5.695819499999,,0.0,False,False,
5d5321d8-d8c0-4d0d-a284-5a8cac1f1c51,310000200013,V Carrera Popular Nocturna - Recorriendo el Medievo,v-carrera-popular-nocturna---recorriendo-el-medievo,2019-08-14,Jerez de los Caballeros,Badajoz,España,info@infinitychip.es,652370307,,2019-08-14,38.3202387,-6.7716169,,0.0,False,False,
5d534d45-b0f8-47c4-b2c6-7382ac1f1c51,380000100276,IV CARRERA POPULAR NOCTURNA DE CONSUEGRA EN BENEFICIO DE LA FUNDACIÓN CRIS,iv-carrera-popular-nocturna-de-consuegra-en-beneficio-de-la-fundacin-cris,2019-09-07,Consuegra,Toledo,España,info@deporchip.com,,,2019-09-07,39.4642436,-3.609116999999,,0.0,False,False,
5d53c43a-1644-48ab-bc8f-2072ac1f1c51,620000200182,XV CHALLENGE DE TARDOR,xv-challenge-de-tardor,2019-09-07,Palma,Baleares (Illes),España,info@sportmaniacsbaleares.com,-,,2019-09-07,39.5888741,2.6244659,,1.0,False,False,
5d545e0b-89c8-461a-97e7-669cac1f1c51,470000100057,V RUNNING NIGHT-TORUÑOS,v-running-night-torutildeos,2019-08-14,Puerto de Santa Maráa (El),Cádiz,España,info@cronofinisher.com,667 34 17 11,,2019-08-14,,,,0.0,False,False,
5d547eac-246c-4d6b-90ae-6fa0ac1f1c51,610000200012,test laser run 6,test-laser-run-6,2019-08-19,Panamá,Panamá,Panamá,info@ptyathlons.com,,,2019-08-20,8.99427,-79.5188,,0.0,False,False,
5d565a19-cf84-47c5-b5f5-5691ac1f1c51,150000100157,IV Duatlon San Martin de la Vega,iv-duatlon-san-martin-de-la-vega,2019-10-06,San Martán de la Vega,Madrid,España,david@comunabike.com,637281835,,2019-10-06,40.214999,-3.567150999999,,0.0,False,False,
5d56a0ff-3440-4d45-969a-7d45ac1f1c51,1720000200025,Арена Героев Санкт-Петербург 16.08,----16-1808,2019-08-16,Санкт-Петербург,Санкт-Петербург и Ленинградская область,Russia,rn@heroleague.ru,+79100038888,,2019-08-16,59.939,30.3158,,0.0,False,False,
